id,payment_ref,payment_date,amount,currency,expected_currency,from_account_id,from_counterparty_id,from_counterparty_type,to_fund_id,to_account_id,payment_purpose,funding_source,matching_capital_call_id,matching_allocated_amount,status,anomaly_metadata
pay_0291,TX-811350,2026-06-28,16870308,USD,USD,bac_0080,per_0080,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0028,16538076,SETTLED,
pay_0292,TX-966034,2026-05-23,30198056,AED,USD,bac_0098,per_0098,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,18873785,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0293,TX-787220,2026-05-28,1076030,USD,USD,bac_0129,cmp_0009,COMPANY,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0044,1062186,SETTLED,
pay_0294,TX-443083,2026-06-07,25599460,JPY,USD,bac_0160,UNKNOWN,UNKNOWN,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,26841266,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0295,TX-309013,2026-07-13,12726467,USD,USD,bac_0178,cmp_0058,COMPANY,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0040,13186618,SETTLED,
pay_0296,TX-163167,2026-06-30,422417,USD,USD,bac_0064,per_0064,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0043,429864,SETTLED,
pay_0297,TX-319191,2026-07-27,13635555,GBP,USD,bac_0126,cmp_0006,COMPANY,fnd_0005,,Subsequent subscription,THIRD_PARTY,cca_0028,8522222,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0298,TX-475424,2026-04-14,6884872,USD,USD,bac_0028,per_0028,PERSON,fnd_0005,,Distribution,OWN_FUNDS,cca_0029,6575654,SETTLED,
pay_0299,TX-373722,2026-07-12,34038629,USD,USD,bac_0135,cmp_0015,COMPANY,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0030,33464834,SETTLED,
pay_0300,TX-733803,2026-07-04,36863289,USD,USD,bac_0158,cmp_0038,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0031,23039556,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0301,TX-712306,2026-04-29,23414451,USD,USD,bac_0043,per_0043,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0038,24526030,SETTLED,
pay_0302,TX-733285,2026-05-01,9569762,USD,USD,bac_0134,cmp_0014,COMPANY,fnd_0005,,Distribution,OWN_FUNDS,cca_0027,9626000,SETTLED,
pay_0303,TX-614379,2026-07-13,1105823,USD,USD,bac_0066,per_0066,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0035,1084137,SETTLED,
pay_0304,TX-157300,2026-07-29,33330018,USD,USD,bac_0057,per_0057,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0032,31892841,SETTLED,
pay_0305,TX-496365,2026-06-24,13992545,USD,USD,bac_0088,per_0088,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0036,14158574,SETTLED,
pay_0306,TX-520956,2026-07-29,9996568,USD,USD,bac_0006,per_0006,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0027,9626000,SETTLED,
pay_0307,TX-659391,2026-07-27,13632199,USD,USD,bac_0005,per_0005,PERSON,fnd_0006,,Distribution,THIRD_PARTY,cca_0035,14050215,SETTLED,
pay_0308,TX-219032,2026-06-02,1779379,AED,USD,bac_0019,per_0019,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0039,1775064,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0309,TX-486732,2026-05-29,16353005,USD,USD,bac_0052,per_0052,PERSON,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0029,17116407,SETTLED,
pay_0310,TX-972605,2026-05-21,9215945,USD,USD,bac_0164,cmp_0044,COMPANY,fnd_0005,,Distribution,OWN_FUNDS,cca_0029,9194463,SETTLED,
pay_0311,TX-641336,2026-06-29,657180,USD,USD,bac_0018,per_0018,PERSON,fnd_0008,,Subsequent subscription,UNKNOWN,cca_0044,670462,SETTLED,
pay_0312,TX-679615,2026-04-26,9940129,USD,USD,bac_0054,per_0054,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0032,9613559,SETTLED,
pay_0313,TX-691719,2026-06-26,2459288,USD,USD,bac_0058,per_0058,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,2385855,SETTLED,
pay_0314,TX-583914,2026-05-22,16368380,JPY,USD,bac_0114,per_0114,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,10230238,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0315,TX-179315,2026-05-07,8034791,USD,USD,bac_0063,per_0063,PERSON,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0030,7962042,SETTLED,
pay_0316,TX-242464,2026-08-01,456429,USD,USD,bac_0094,per_0094,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,467312,SETTLED,
pay_0317,TX-430241,2026-06-12,11064348,AED,USD,bac_0105,per_0105,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0031,11434419,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0318,TX-551653,2026-06-02,1100158,USD,USD,bac_0041,per_0041,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0035,1084137,SETTLED,
pay_0319,TX-568142,2026-05-09,13103428,USD,USD,bac_0047,per_0047,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,13186618,SETTLED,
pay_0320,TX-429086,2026-04-23,1412292,USD,USD,bac_0067,per_0067,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,1350123,SETTLED,
pay_0321,TX-772408,2026-06-07,19047657,USD,USD,bac_0164,cmp_0044,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,19321985,SETTLED,
pay_0322,TX-666461,2026-07-09,12287379,USD,USD,bac_0101,per_0101,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,12305627,SETTLED,
pay_0323,TX-582640,2026-06-22,133554,USD,USD,bac_0082,per_0082,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,138059,SETTLED,
pay_0324,TX-478268,2026-07-31,28031166,USD,USD,bac_0152,cmp_0032,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,27513326,SETTLED,
pay_0325,TX-488651,2026-05-06,553128,USD,USD,bac_0141,cmp_0021,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0035,531901,SETTLED,
pay_0326,TX-487364,2026-07-17,12748211,GBP,USD,bac_0109,per_0109,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0041,7967632,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0327,TX-243925,2026-07-01,30939426,USD,USD,bac_0156,cmp_0036,COMPANY,fnd_0006,,Distribution,OWN_FUNDS,cca_0032,31892841,SETTLED,
pay_0328,TX-753801,2026-07-10,26674297,USD,USD,bac_0159,cmp_0039,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0037,25598669,SETTLED,
pay_0329,TX-195065,2026-05-04,408555,USD,USD,bac_0168,cmp_0048,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,390132,SETTLED,
pay_0330,TX-113449,2026-04-20,4720432,USD,USD,bac_0165,cmp_0045,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,4831573,SETTLED,
pay_0331,TX-159240,2026-06-18,1374380,USD,USD,bac_0067,per_0067,PERSON,fnd_0006,,Distribution,THIRD_PARTY,cca_0031,1397186,SETTLED,
pay_0332,TX-808284,2026-07-26,4794054,USD,USD,bac_0142,cmp_0022,COMPANY,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0042,5025715,SETTLED,
pay_0333,TX-972374,2026-06-26,32884574,USD,USD,bac_0061,per_0061,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,33972718,SETTLED,
pay_0334,TX-621650,2026-04-25,17655650,USD,USD,bac_0073,per_0073,PERSON,fnd_0005,,Capital call funding,THIRD_PARTY,cca_0029,17116407,SETTLED,
pay_0335,TX-225049,2026-05-22,25649046,USD,USD,bac_0080,per_0080,PERSON,fnd_0008,,Capital call funding,THIRD_PARTY,cca_0043,26026653,SETTLED,
pay_0336,TX-825016,2026-04-25,445030,USD,USD,bac_0050,per_0050,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,453697,SETTLED,
pay_0337,TX-784052,2026-08-05,138937,USD,USD,bac_0107,per_0107,PERSON,fnd_0008,,Subsequent subscription,THIRD_PARTY,cca_0044,133629,SETTLED,
pay_0338,TX-320423,2026-07-29,13529357,USD,USD,bac_0087,per_0087,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0040,13186618,SETTLED,
pay_0339,TX-496708,2026-07-17,2735327,USD,USD,bac_0010,per_0010,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0032,2668942,SETTLED,
pay_0340,TX-663031,2026-08-05,410449,USD,USD,bac_0131,cmp_0011,COMPANY,fnd_0005,,Subsequent subscription,THIRD_PARTY,cca_0029,421439,SETTLED,
pay_0341,TX-605728,2026-05-19,1669862,USD,USD,bac_0054,per_0054,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0038,1592591,SETTLED,
pay_0342,TX-586526,2026-04-17,23533000,USD,USD,bac_0146,cmp_0026,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,24526030,SETTLED,
pay_0343,TX-932285,2026-05-05,8345342,USD,USD,bac_0172,cmp_0052,COMPANY,fnd_0008,,Distribution,OWN_FUNDS,cca_0043,8456935,SETTLED,
pay_0344,TX-408384,2026-06-09,426503,USD,USD,bac_0163,cmp_0043,COMPANY,fnd_0005,,Capital call funding,THIRD_PARTY,cca_0029,421439,SETTLED,
pay_0345,TX-146738,2026-05-09,84764,AED,USD,bac_0145,cmp_0025,COMPANY,fnd_0007,,Subsequent subscription,THIRD_PARTY,cca_0037,82011,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0346,TX-807842,2026-05-14,17983776,AED,USD,bac_0062,per_0062,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0040,18873785,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0347,TX-275376,2026-05-03,411642,USD,USD,bac_0032,per_0032,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0033,410315,SETTLED,
pay_0348,TX-797037,2026-06-04,7135003,JPY,USD,bac_0061,per_0061,PERSON,fnd_0008,,Subsequent subscription,UNKNOWN,cca_0043,4459377,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0349,TX-888050,2026-04-09,12619478,USD,USD,bac_0007,per_0007,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0038,12305627,SETTLED,
pay_0350,TX-642715,2026-07-26,10926311,USD,USD,bac_0113,per_0113,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,11059608,SETTLED,
pay_0351,TX-545118,2026-07-24,4781531,USD,USD,bac_0129,cmp_0009,COMPANY,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0034,4665154,SETTLED,
pay_0352,TX-322626,2026-07-03,10872032,USD,USD,bac_0104,per_0104,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0038,11276490,SETTLED,
pay_0353,TX-830835,2026-07-17,15487601,USD,USD,bac_0086,per_0086,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0041,15679588,SETTLED,
pay_0354,TX-727131,2026-04-16,1723825,USD,USD,bac_0021,per_0021,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,1700793,SETTLED,
pay_0355,TX-979995,2026-06-25,274976,USD,USD,bac_0177,cmp_0057,COMPANY,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0037,273239,SETTLED,
pay_0356,TX-322344,2026-05-08,1730426,USD,USD,bac_0026,per_0026,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0034,1700793,SETTLED,
pay_0357,TX-251777,2026-04-20,3312002,USD,USD,bac_0081,per_0081,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,3316386,SETTLED,
pay_0358,TX-966097,2026-05-17,3183294,USD,USD,bac_0021,per_0021,PERSON,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0040,3316386,SETTLED,
pay_0359,TX-224860,2026-05-09,22248848,USD,USD,bac_0164,cmp_0044,COMPANY,fnd_0005,,Distribution,OWN_FUNDS,cca_0027,23023651,SETTLED,
pay_0360,TX-546898,2026-07-05,958560,USD,USD,bac_0165,cmp_0045,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,950863,SETTLED,
pay_0361,TX-663345,2026-07-14,45869,USD,USD,bac_0164,cmp_0044,COMPANY,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0028,46946,SETTLED,
pay_0362,TX-360654,2026-05-08,24626667,AED,USD,bac_0070,per_0070,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0037,25598669,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0363,TX-772117,2026-06-26,542427,USD,USD,bac_0120,per_0120,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0035,531901,SETTLED,"{""class"": ""SANCTIONED_PAYER"", ""detail"": ""payer resembles sanctions entry""}"
pay_0364,TX-174137,2026-07-16,10839900,USD,USD,bac_0062,per_0062,PERSON,fnd_0007,,Subsequent subscription,UNKNOWN,cca_0040,11076790,SETTLED,
pay_0365,TX-641196,2026-05-01,25762745,INR,USD,bac_0109,UNKNOWN,UNKNOWN,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0035,25034763,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0366,TX-374884,2026-06-04,413518,USD,USD,bac_0041,per_0041,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0043,429864,SETTLED,
pay_0367,TX-219584,2026-06-20,14833173,USD,USD,bac_0083,per_0083,PERSON,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0036,14158574,SETTLED,
pay_0368,TX-860258,2026-05-13,214588,USD,USD,bac_0070,per_0056,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,212362,SETTLED,"{""class"": ""THIRD_PARTY"", ""detail"": ""payer differs from LP legal entity""}"
pay_0369,TX-843662,2026-04-19,974155,USD,USD,bac_0164,cmp_0044,COMPANY,fnd_0008,,Distribution,OWN_FUNDS,cca_0042,1000923,SETTLED,
pay_0370,TX-958588,2026-08-06,14230175,USD,USD,bac_0150,cmp_0030,COMPANY,fnd_0007,,Distribution,OWN_FUNDS,cca_0037,14522098,SETTLED,
pay_0371,TX-833462,2026-06-22,25074168,USD,USD,bac_0032,per_0032,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,24526030,SETTLED,
pay_0372,TX-860273,2026-06-21,13731433,USD,USD,bac_0040,per_0040,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0039,13108681,SETTLED,
pay_0373,TX-436258,2026-06-23,1008999,USD,USD,bac_0104,per_0104,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,1000923,SETTLED,
pay_0374,TX-574895,2026-05-08,2103340,USD,USD,bac_0112,per_0112,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0035,2150628,SETTLED,
pay_0375,TX-867782,2026-05-10,45382,USD,USD,bac_0139,cmp_0019,COMPANY,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0028,46946,SETTLED,
pay_0376,TX-361033,2026-05-19,522036,AED,USD,bac_0057,per_0057,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0035,520880,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0377,TX-852593,2026-05-29,1109707,USD,USD,bac_0072,per_0072,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0041,1104614,SETTLED,
pay_0378,TX-319830,2026-04-30,9448457,USD,USD,bac_0135,cmp_0015,COMPANY,fnd_0005,,Distribution,THIRD_PARTY,cca_0029,9194463,SETTLED,
pay_0379,TX-359149,2026-06-27,15699937,USD,USD,bac_0035,per_0035,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0033,15155526,SETTLED,
pay_0380,TX-334487,2026-04-23,1171078,USD,USD,bac_0069,per_0069,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,1224003,SETTLED,
pay_0381,TX-304297,2026-07-31,378561,USD,USD,bac_0172,cmp_0052,COMPANY,fnd_0006,,Capital call funding,THIRD_PARTY,cca_0033,378754,SETTLED,
pay_0382,TX-726861,2026-06-06,1749226,AED,USD,bac_0141,cmp_0021,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,1775064,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0383,TX-412786,2026-06-17,618617,USD,USD,bac_0042,per_0042,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,596576,SETTLED,
pay_0384,TX-423046,2026-08-07,15803394,USD,USD,bac_0037,per_0037,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0033,15155526,SETTLED,
pay_0385,TX-117779,2026-05-19,569366,USD,USD,bac_0180,cmp_0060,COMPANY,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0039,570145,SETTLED,
pay_0386,TX-310437,2026-05-31,7135003,USD,USD,bac_0165,cmp_0045,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0043,4459377,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0387,TX-593912,2026-05-28,254142,USD,USD,bac_0065,per_0065,PERSON,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0036,265171,SETTLED,
pay_0388,TX-153719,2026-07-05,14428708,USD,USD,bac_0005,per_0005,PERSON,fnd_0007,,Subsequent subscription,THIRD_PARTY,cca_0036,14255781,SETTLED,"{""class"": ""SANCTIONED_PAYER"", ""detail"": ""payer resembles sanctions entry""}"
pay_0389,TX-973265,2026-05-20,624211,JPY,USD,bac_0154,cmp_0034,COMPANY,fnd_0006,,Distribution,UNKNOWN,cca_0034,390132,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0390,TX-513729,2026-07-04,985039,USD,USD,bac_0091,per_0062,PERSON,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0042,950863,SETTLED,"{""class"": ""THIRD_PARTY"", ""detail"": ""payer differs from LP legal entity""}"
pay_0391,TX-940646,2026-05-20,546199,USD,USD,bac_0090,per_0090,PERSON,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0039,570145,SETTLED,
pay_0392,TX-506229,2026-07-10,8816941,USD,USD,bac_0103,per_0103,PERSON,fnd_0005,,Distribution,OWN_FUNDS,cca_0029,9194463,SETTLED,
pay_0393,TX-466297,2026-05-16,1577982,USD,USD,bac_0160,cmp_0040,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0033,986239,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0394,TX-383048,2026-06-01,13895533,USD,USD,bac_0116,per_0116,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0031,14531400,SETTLED,
pay_0395,TX-769524,2026-04-15,15796549,USD,USD,bac_0079,per_0079,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0028,16538076,SETTLED,
pay_0396,TX-865569,2026-05-13,290441,USD,USD,bac_0097,per_0097,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,284915,SETTLED,
pay_0397,TX-135581,2026-06-16,559990,USD,USD,bac_0089,UNKNOWN,UNKNOWN,fnd_0006,,Distribution,OWN_FUNDS,cca_0034,587044,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0398,TX-334551,2026-08-01,2221127,INR,USD,bac_0025,per_0105,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0031,2174317,SETTLED,"{""class"": ""THIRD_PARTY"", ""detail"": ""payer differs from LP legal entity""}"
pay_0399,TX-600889,2026-06-21,1665911,USD,USD,bac_0066,per_0066,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,1592591,SETTLED,
pay_0400,TX-140611,2026-05-02,4537933,USD,USD,bac_0159,cmp_0039,COMPANY,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0028,4332928,SETTLED,
pay_0401,TX-439198,2026-07-11,24274420,USD,USD,bac_0131,cmp_0011,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,15171513,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0402,TX-645812,2026-06-24,32324590,USD,USD,bac_0134,cmp_0014,COMPANY,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0038,33972718,SETTLED,
pay_0403,TX-509938,2026-07-25,21538844,USD,USD,bac_0155,cmp_0035,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0037,22417557,SETTLED,
pay_0404,TX-445857,2026-04-25,3613209,USD,USD,bac_0052,per_0052,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0029,2258256,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0405,TX-293787,2026-06-01,414523,USD,USD,bac_0022,per_0022,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,418354,SETTLED,
pay_0406,TX-264757,2026-05-28,9961974,USD,USD,bac_0122,cmp_0002,COMPANY,fnd_0006,,Capital call funding,THIRD_PARTY,cca_0032,9613559,SETTLED,
pay_0407,TX-915949,2026-08-01,16299467,USD,USD,bac_0148,cmp_0028,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0031,16028365,SETTLED,
pay_0408,TX-459091,2026-05-07,15281506,USD,USD,bac_0091,per_0091,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0041,15679588,SETTLED,
pay_0409,TX-443759,2026-06-02,972442,AED,USD,bac_0172,cmp_0052,COMPANY,fnd_0008,,Distribution,OWN_FUNDS,cca_0042,1000923,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0410,TX-262415,2026-05-27,334933,USD,USD,bac_0025,per_0025,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0036,338145,SETTLED,
pay_0411,TX-716370,2026-04-23,433424,USD,USD,bac_0144,cmp_0024,COMPANY,fnd_0005,,Distribution,OWN_FUNDS,cca_0029,421439,SETTLED,
pay_0412,TX-903396,2026-06-30,264687,USD,USD,bac_0084,per_0084,PERSON,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0036,259688,SETTLED,
pay_0413,TX-288793,2026-07-11,5931559,USD,USD,bac_0082,per_0082,PERSON,fnd_0008,,Distribution,OWN_FUNDS,cca_0043,5844642,SETTLED,
pay_0414,TX-819421,2026-07-31,26596503,USD,USD,bac_0050,per_0050,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0037,25598669,SETTLED,
pay_0415,TX-390259,2026-05-14,1551150,USD,USD,bac_0118,per_0118,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,1592591,SETTLED,
pay_0416,TX-617055,2026-05-12,59977,USD,USD,bac_0180,cmp_0060,COMPANY,fnd_0008,,Distribution,OWN_FUNDS,cca_0043,61644,SETTLED,
pay_0417,TX-579170,2026-05-03,5137235,USD,USD,bac_0003,per_0003,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0033,5156573,SETTLED,
pay_0418,TX-573741,2026-07-10,2119466,USD,USD,bac_0081,per_0081,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0030,2103220,SETTLED,
pay_0419,TX-358841,2026-05-02,2283732,USD,USD,bac_0158,cmp_0038,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,2395804,SETTLED,
pay_0420,TX-622060,2026-07-11,127498,USD,USD,bac_0084,per_0084,PERSON,fnd_0006,,Subsequent subscription,UNKNOWN,cca_0033,129627,SETTLED,
pay_0421,TX-250384,2026-04-17,12485658,USD,USD,bac_0004,per_0004,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,13108681,SETTLED,
pay_0422,TX-849840,2026-07-28,11055998,USD,USD,bac_0031,per_0031,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0031,11434419,SETTLED,
pay_0423,TX-555602,2026-05-05,10986795,USD,USD,bac_0059,per_0059,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,11518465,SETTLED,
pay_0424,TX-440297,2026-08-06,1630999,USD,USD,bac_0109,per_0109,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0032,1676492,SETTLED,
pay_0425,TX-363832,2026-07-06,12390946,USD,USD,bac_0133,cmp_0013,COMPANY,fnd_0007,,Distribution,OWN_FUNDS,cca_0037,12401583,SETTLED,
pay_0426,TX-726820,2026-07-05,497762,USD,USD,bac_0001,per_0001,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0035,520880,SETTLED,
pay_0427,TX-611755,2026-04-18,369438,USD,USD,bac_0123,cmp_0003,COMPANY,fnd_0006,,Distribution,OWN_FUNDS,cca_0035,357852,SETTLED,
pay_0428,TX-869232,2026-06-29,4802045,USD,USD,bac_0178,cmp_0058,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,4831573,SETTLED,
pay_0429,TX-339721,2026-06-10,32311863,USD,USD,bac_0101,per_0101,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0038,33972718,SETTLED,
pay_0430,TX-705656,2026-04-14,1030491,USD,USD,bac_0171,cmp_0051,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0033,986239,SETTLED,
pay_0431,TX-797046,2026-07-14,498501,USD,USD,bac_0047,per_0047,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0032,504721,SETTLED,
pay_0432,TX-891325,2026-06-14,455409,USD,USD,bac_0057,per_0057,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0039,453697,SETTLED,
pay_0433,TX-957923,2026-05-09,497818,USD,USD,bac_0011,per_0011,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0035,520880,SETTLED,
pay_0434,TX-767275,2026-04-25,14672710,AED,USD,bac_0024,per_0024,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0031,14531400,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0435,TX-636318,2026-06-24,14818029,USD,USD,bac_0135,cmp_0015,COMPANY,fnd_0007,,Distribution,OWN_FUNDS,cca_0040,15171513,SETTLED,
